,tweet_cleaned,subjectivity,polarity,sentiment
273,just as the obsession with Russia inhibit many dem from reach a critical understanding of the election the obsessi,0.65,0.25,Positvie
274,day ago Biden win the election today give republican Kevin Cramer minute on to push t,0.4,0.8,Positvie
275,quand je vois tout ce qui se passe en France en ce moment jme dis a intérêt à bien voter au prochaine élection présidentielle,0.0,0.0,Positvie
276,Georgia voter even though just vote many people have suddenly be purge if want to vote in the runoff elect,0.6333333333333333,0.43333333333333335,Positvie
277,national security expert call on GOP leader to rebuke Trump election claim,0.0,0.0,Positvie
278,how many time can one man lose before concede the election the answer friend be golf yet again the answer be gol,0.5,0.5,Positvie
279,GA voter need to check if have be purge or not even if vote on Nov the GOP do this before Stacy Ab,0.0,0.0,Positvie
280,break State Elections Board in Georgia adopt new rule require county to start scan absentee ballot at least,0.42727272727272725,-0.08181818181818182,Negative
281,go to run again claim falsely that the election be steal from and if there any threat of prosecution afte,0.6,-0.4000000000000001,Negative
282,read this shortly after the election and resonate so much help explain some of the reaction go on,0.25,0.1,Positvie
283,opinion Dean Obeidallah why Biden should stop parse word and call President Trump lie a coup,0.0,0.0,Positvie
284,Última hora Soros ha sido arrestado y se encuentra bajo custodia federal en Filadelfia Según una acusación formal presen,0.0,0.0,Positvie
285,breaking GOP election lawyer tell Michigan Republicans to do job and certify Biden win,0.4,0.8,Positvie
286,the TrumpCampaign appeal the dismissal of Election lawsuit in Pennsylvania accord to a notice file in federal,0.0,0.0,Positvie
287,ATENCIÓN,0.0,0.0,Positvie
288,portman be a potential canary in the coal mine unlike other Republicans who have break with Trump on the election result,0.6875,-0.0625,Negative
289,McDaniel be brag about how the GOP pander to minority while completely overlook that Trump lose some white worki,0.2,0.05,Positvie
290,national security expert call on GOP leader to rebuke Trump election claim,0.0,0.0,Positvie
291,trump begin political career with the racist claim that President Obama be not bear here be end with th,0.1,0.0,Positvie
292,restaurant owner have go from close in March to almost finally open to possibly get loot this summe,0.75,0.0,Positvie
293,election nonsense voluntaryism,0.0,0.0,Positvie
294,Giuliani the Case for election fraud be make by american via,0.0,0.0,Positvie
295,as President Trump continue to fundraise off legal fight with email send since election night a reminder t,0.2,0.2,Positvie
296,GOP State Legislatures want to certify the fraud FFS do job stand for something or you WILL fall for anything like this fraud election,0.0,0.0,Positvie
297,how do know be a legitimate election Atlanta Philly Detroit and Milwaukee all stop counting at the same time in the middle of the night be very highly suspicious,0.27566666666666667,0.06933333333333334,Positvie
298,Sorry but amp the absurd mouthpiece that defend amp BS reflection on the election be live in unreality all need to go,0.8333333333333334,-0.2878787878787879,Negative
299,George Soros ARRESTADO por interferencia electoral bajo custodia federal George Soros ARRESTED for electi,0.0,0.0,Positvie
300,datum Anti Globalism Pro police message win over Hispanics via great,0.575,0.8,Positvie
301,Stephen Schwarzman President Donald Trump most high profile supporter on Wall Street say today that time for,0.52,0.33,Positvie
302,guarantee the week after the election suddenly all those democratic governor all those democratic mayor will s,0.5,0.0,Positvie
303,Bill Pascrell have file legal complaint in five state seek to disbar Rudy Giuliani and other attorney who h,0.25833333333333336,-0.075,Negative
304,fix computer glitch turn lose Republican into a winner in Oakland County via,0.0,0.0,Positvie
305,a few month before the Election be at a baggage claim at an airport near Naples FL and overheard two affluent look,0.48333333333333334,0.18333333333333332,Positvie
306,the White House say Trump be deny a peaceful transfer of power reminder Hillary Clinton concede the day after Elec,0.25,0.125,Positvie
307,as President Trump continue to fundraise off legal fight with email send since election night a reminder t,0.2,0.2,Positvie
308,PA County by County vote certification be happen today Allegheny County have certify vote for Joseph Bide,0.0,0.0,Positvie
309,MAGA Lunatic brigadier Sydney Powell be fail so bad that now accuse Bernie Sanders and Georgia fraud,0.4833333333333333,-0.5999999999999999,Negative
310,portman be a potential canary in the coal mine unlike other Republicans who have break with Trump on the election result,0.6875,-0.0625,Negative
311,be incredibly common to have small discrepancy between these number be not a sign of fraud just inevitable hum,0.6333333333333333,-0.18333333333333335,Negative
312,President Trump and other Republicans have file over lawsuit across swing state in attempt to contest election result,0.375,-0.125,Negative
313,portman no proof of mass fraud that would change election result via,0.0,0.0,Positvie
314,,0.0,0.0,Positvie
315,medium gaslighte that widespread fraud must have occur to doubt election outcome that be not the legal standard,0.1,0.1,Positvie
316,on average in Trump speak word in public daily on the last day of the campaign alone utter more than,0.33888888888888885,0.05833333333333333,Positvie
317,ATENCIÓN George Soros arrest in Philadelphia for Election Interference Judge Orders Media blackout,0.0,-0.05,Negative
318,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
319,the election come amid an inflection point be bipoc who bear the brunt of the pandemic the deep inequity in sy,0.4,0.0,Positvie
320,general election LAB LDM combine now LAB LDM combine have Keir Starmer do anything but collect up Lib Dem voter who refuse to vote a social democrat like Jeremy Corbyn even to stop a horrific Tory Brexit,0.5222222222222223,-0.3055555555555555,Negative
321,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
322,lose the fair fucking election and so much more,0.7333333333333334,0.19999999999999998,Positvie
323,Bill Pascrell have file legal complaint in five state seek to disbar Rudy Giuliani and other attorney who h,0.25833333333333336,-0.075,Negative
324,just in Pennsylvania Republicans sue in last ditch effort to stop election certification,0.06666666666666667,0.0,Positvie
325,there be a big difference between want and need Donald Trump want to have win the election Americans need COVID r,0.25,0.4,Positvie
326,do not know why the American Bar Association be tolerate these embarrassing amp dangerous tactic by these trump lawyer ha,0.45,-0.3,Negative
327,Michigan Board of State Canvassers be due to meet at one Republican be expect to vote against certification another,0.375,-0.125,Negative
328,the Kentucky election there be more vote for McConnel than register voter in one county,0.5,0.5,Positvie
329,CSPC write on the importance of preserve the tradition of democracy amidst the election result read the full op ed here,0.55,0.35,Positvie
330,no a good thing what FL TX and NC already do and why largely know the outcome,0.5142857142857143,-0.06785714285714285,Negative
331,some info on election rule and law by state,0.0,0.0,Positvie
332,in the stand up comedian and great actor Coluche be for a time one of the candidate at the presidential election in France be funny and a good man later create the Restos du Cœur a fantastic charity he be funny Donald Trump be a hobble disaster,0.7083333333333334,0.39999999999999997,Positvie
333,get the popcorn ready Emily Murphy the head of GSA who refuse to sign off on the election to appease Trump face q,0.5,0.2,Positvie
334,new the Allegheny County Board of Elections certify the November election result this morning ballot be tie,0.45454545454545453,0.13636363636363635,Positvie
335,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
336,election live update trump legal team distance from lawyer Sidney Powell biden tap Blinken as secretary of state via,0.35,0.16818181818181818,Positvie
337,in other news a longshot republican candidate in Maryland who lose by over point claim that Larry Hogan be part of a,0.375,-0.125,Negative
338,do not believe in conspiracy believe in watch the result of action Pennsylvania Legislature have already agree to a private audit of the election after certification this be like Barr fake investigation that keep the hope of trump supporter alive,0.46875,-0.07500000000000001,Negative
339,Though Election Day have pass thefightcontinue be time to focus on state and municipal election because every,0.0,0.0,Positvie
340,as President Trump continue to fundraise off legal fight with email send since election night a reminder t,0.2,0.2,Positvie
341,Il ne manquait plus que Gate maintenant je pense les à tous Que les condamnations com,0.0,0.0,Positvie
342,Lisa Murkowski describe Trump lean on state legislator as a pressure campaign that be not only unprecedented,0.95,0.3,Positvie
343,after of Wayne County precinct be unbalanced in August DEMOCRATS on the Michigan Board of Canvassers call,0.0,0.0,Positvie
344,let see Georgie invite Christie on show predictably christie trash Trump lawyer and Hogan the Marylan,0.5,-0.2,Negative
345,former Special Counsel Robert Mueller defend the investigation into russian election interference and say Roger Stone rema,0.19047619047619047,0.11904761904761905,Positvie
346,,0.0,0.0,Positvie
347,be confusing which cult work to put the Tories into power and succeed StarmerOut ht,0.4,-0.3,Negative
348,on a call with GOP donor David Perdue and Kelly Loeffler privately describe President as a political b,0.2375,0.0,Positvie
349,new Pennsylvania Republicans file an emergency request to block the certification of election result for Joe Biden,0.45454545454545453,0.13636363636363635,Positvie
350,Texas Louie Gohmert be call for an armed insurrection to overthrow the election the lawlessness and out in the,0.0,0.0,Positvie
351,and other GOP should look to publicly demand that President Trump cease anti democratic assault on the integrity of the presidential election,0.22083333333333333,-0.0625,Negative
352,the truth be tell Trump have exhaust all resource in a failed attempt to defraud the american people and derail this election be time for to concede put away pettiness amp greed and handover the rein to PresidentElectBiden ByeDon byebyetrump thetruthbetold,0.15,-0.25,Negative
353,a pro trump Attorney just call on Republicans to not vote for Kelly Loeffler R GA and David Perdue R GA,0.0,0.0,Positvie
354,Μας καθησυχάζουν ότι θα κάνουμε το ίδιο εμβόλιο που είχε αποτέλεσμα και στον Τραμπ Εν τω μεταξύ αν δεις τώρα τον Τραμπ,0.0,0.0,Positvie
355,datum Trump Anti Globalism Pro police message win over Hispanics UFDT,0.4,0.8,Positvie
356,President Trump and other Republicans have file over lawsuit across swing state in attempt to contest election result,0.375,-0.125,Negative
357,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
358,Rob Portman Ohio Republican say there be no evidence as of now of any widespread fraud or irregularity that would ch,0.0,0.0,Positvie
359,push election conspiracy GOP Rep claim that President Obama be President elect Joe Biden overlor,0.9,0.8,Positvie
360,call for the resignation of South Carolina Senator Lindsey Graham for the crime of election interference if sta,0.0,0.0,Positvie
361,Filadelfia George Soros ARRESTADO por interferencia electoral bajo custodia federal,0.0,0.0,Positvie
362,election fraud be too important to be leave to conspiracy theorist,1.0,0.4,Positvie
363,Democrats and RINOS have be steal and use tax dollar to rig the election against million dollar c,0.0,0.0,Positvie
364,just in Philadelphia county will certify election today accord to and,0.0,0.0,Positvie
365,key GOP Michigan canvass board member expect to vote against certifying result,1.0,0.0,Positvie
366,never imagine would sit worried that state legislature may try to subvert election result to appease a dictator wannab,0.0,0.0,Positvie
367,day after the election swoon at bravery,0.0,0.0,Positvie
368,about to participate in election fraud be,0.0,0.0,Positvie
369,wait now be tell Hugo Chavez DIDNT steal the election,0.0,0.0,Positvie
370,President Trump and other Republicans have file over lawsuit across swing state in attempt to contest election result,0.375,-0.125,Negative
371,Kasich be a KochNetwork DarkMoney member the same that ensure trump election d,0.125,0.0,Positvie
372,be now day after the election be call and have yet to see an op ed analysis commentary in a major newspaper on wh,0.5,0.0625,Positvie
373,there be no evidence as of now of any widespread fraud or irregularity that would change the result in any state for Electi,0.0,0.0,Positvie
374,election fight in MI amp GA boil down vote in DET amp ATL basically will not change the outcome will not win but thi,0.34444444444444444,-0.2777777777777778,Negative
375,so frustrating to watch this Cindy McCain say of GOP lawmaker not publicly acknowledge the election result the fact,0.48333333333333334,-0.2,Negative
376,,0.0,0.0,Positvie
377,trump lawyer be imbecile and deserve all the derision get for try to overturn a free and fair election spare the pity party for liar and cheat,0.7250000000000001,0.04999999999999998,Positvie
378,story from Sundown Texas a small town outside Lubbock,0.225,-0.125,Negative
379,Michigan Sup Ct canvassing board wield purely ministerial power must tabulate vote submit by county but have no power to go behind the return and recount the vote even in the face of allegation that election law be most grossly violate,0.425,0.07857142857142857,Positvie
380,forget Russia forget Impeachment arguably the big political scandal have ever see in this country be play right b,0.24523809523809526,0.09523809523809523,Positvie
381,with nearly all vote count the presidential election be not that close,0.4,0.1,Positvie
382,day election mode shameless party,0.0,0.0,Positvie
383,this week see usd on weak footing and explain why expect to see further dollar depreciation Derek also look at sentiment shift which mean Emerging Markets have see significant inflow in the week since the election,0.671875,-0.078125,Negative
384,please make sure trump do not steal this election from President elect be count on,0.8944444444444444,0.65,Positvie
385,Cindy McCain the election have happen election have consequence Biden have win Biden will be next President,0.2,0.4,Positvie
386,if Democrats be try to steal an election like be do right now Rush would be so hot the golden EIB mic would h,0.6285714285714286,0.2785714285714285,Positvie
387,recognize the damage do by Trump crazier and crazier election conspiracy theory but also appreciate the clarity,0.0,0.0,Positvie
388,a majority of GOP voter in a new poll would support another trump presidential bid,0.45454545454545453,0.13636363636363635,Positvie
389,LATINO vote Biden trump national vote biden trump the guy who win more,0.45,0.65,Positvie
390,so frustrating to watch this Cindy McCain say of GOP lawmaker not publicly acknowledge the election result the fact,0.48333333333333334,-0.2,Negative
391,Bill Pascrell have file legal complaint in five state seek to disbar Rudy Giuliani and other attorney who h,0.25833333333333336,-0.075,Negative
392,Q say not another year election say be big Sidney Powell will be biblical Jes US J US tice http,0.1,0.0,Positvie
393,this be truly painful to watch the trump campaign just declare that Sidney Powell who be feature by the Trump camp,0.9,-0.7,Negative
394,get the popcorn ready Emily Murphy the head of GSA who refuse to sign off on the election to appease Trump face q,0.5,0.2,Positvie
395,Filadelfia George Soros ARRESTADO por interferencia electoral bajo custodia federal,0.0,0.0,Positvie
396,let be very clear about this refuse to certify the result of a legitimate election be a completely unacceptable,0.44916666666666666,0.11500000000000002,Positvie
397,look forward to the election integrity fight ahead COUNT all LEGAL vote,0.2,0.2,Positvie
398,the right have accuse Democrats of be out of touch bubble dweller for half a century but this post election tantrum,0.35119047619047616,0.05952380952380952,Positvie
399,a majority of GOP voter in a new poll would support another trump presidential bid,0.45454545454545453,0.13636363636363635,Positvie
400,on a call with GOP donor David Perdue and Kelly Loeffler privately describe President as a political b,0.2375,0.0,Positvie
401,a majority of GOP voter in a new poll would support another trump presidential bid,0.45454545454545453,0.13636363636363635,Positvie
402,a majority of GOP voter in a new poll would support another trump presidential bid,0.45454545454545453,0.13636363636363635,Positvie
403,datum Anti Globalism Pro police message win over Hispanics via great,0.575,0.8,Positvie
404,datum Anti Globalism Pro police message win over Hispanics via great,0.575,0.8,Positvie
405,the US Presidential Election result from present as a cartogram by a nice way of show the rural,0.3333333333333333,0.19999999999999998,Positvie
406,Can acknowledge how pathetic be be even in the position where certify valid election result be an open q,0.75,-0.5,Negative
407,two more unhinged Democrats and Russia hoaxer dress up as news people burp up demand to drop lawful cha,0.25,0.25,Positvie
408,,0.0,0.0,Positvie
409,More than ceo plan to send a memo today demand that Murphy head of the General Services Administration affirm that Biden have win the election and issue the paperwork require for team to begin a transition,0.4666666666666666,0.45,Positvie
410,here a misogynistic woman Laura Cox be nothing but vile amp foul to Michigan Governor Gretchen Whi,0.0,0.0,Positvie
411,President Trump and other Republicans have file over lawsuit across swing state in attempt to contest election result,0.375,-0.125,Negative
412,a few month before the Election be at a baggage claim at an airport near Naples FL and overheard two affluent look,0.48333333333333334,0.18333333333333332,Positvie
413,you are so concerned about FAIRNESS have you checked on all the GA DEMOCRATS that be purged since the presidential election be sooo CONCERNED about a FAIR election CHECK into that TRAITOR,0.9,0.7,Positvie
414,Trump election lie be an attempt coup biden and other Democrats should say so,0.375,-0.125,Negative
415,Trump raise money for charity then spend on Trump be now raise money for election lawsuit but,0.0,0.0,Positvie
416,all in the grifting and how long can sustain be not about overturn an election but make gullible voter think can do with enough money,0.45,-0.025,Negative
417,never underestimate this be the story of how use voter file and social medium to mobilize Democrat,0.06666666666666667,0.03333333333333333,Positvie
418,Affect be the Action verb and effect be the noun effective be the adjective Ex the effect of this election will affect all effective immediately,0.5666666666666668,0.4333333333333333,Positvie
419,as President Trump continue to fundraise off legal fight with email send since election night a reminder t,0.2,0.2,Positvie
420,have investigate russian interference in the election Peter Strock testify before the Senate that there be indeed russian interference in,0.0,0.0,Positvie
421,count all the vote lose count all the LEGAL vote lose be go to court l,0.2,0.2,Positvie
422,to win election will take back india in,0.2,0.4,Positvie
423,this normally may be a time when folk reflect on the outgoing President achievement the Middle East peace deal op,0.32499999999999996,0.075,Positvie
424,Can acknowledge how pathetic be be even in the position where certify valid election result be an open q,0.75,-0.5,Negative
425,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
426,Russia really do not care who win election as long as a large number of Americans doubt the legitimacy of the resu,0.35714285714285715,0.21607142857142858,Positvie
427,Biden may win but there will always be an asterisk next to name of democrats know this election be steal that be just the one who will admit big business and China desperately want too and have a tendency to get what want sadly,0.5,-0.059999999999999984,Negative
428,NEW GOP Sen Rob Portman of Ohio write in Cincinnati Enquirer op ed that there be no evidence as of now of any widesp,0.45454545454545453,0.13636363636363635,Positvie
429,datum Anti Globalism Pro police message win over Hispanics via great,0.575,0.8,Positvie
430,be all sad be probably trump lose the will pass hope feel well crack the fuck up be great xx,0.7833333333333333,-0.033333333333333326,Negative
431,Biden Harris say have the meeting on a Contract Black America which be Ice Cube plan after the election maybe drop a note,0.43333333333333335,-0.16666666666666666,Negative
432,medium gaslighte that widespread fraud must have occur to doubt election outcome that be not the legal standard,0.1,0.1,Positvie
433,فوری جورج سوروس به دلیل دخالت در انتخابات دستگیر شد,0.0,0.0,Positvie
434,Americans of today would never have earn independence from King George amp England just have an election steal from and out of million people maybe be fight back against Election Fraud and Cheating be face tyranny this be what see,0.0,0.0,Positvie
435,George Soros Arrestado en Philadelphia por intervención Electoral Esta noticia alegro el día este Globa,0.0,0.0,Positvie
436,translation the encouraging news about the election be Biden just may steal this election but so long as Trump be POTUS ass may hang so keep mouth shut and all may survive this storm,0.4,-0.05,Negative
437,Voici le jury pour la élection de MissFrance Iris Mittenaere sera présidente Muguette Fabris Patricia Barzyk Nathalie Marquay Mareva Georges Linda Hardy Sonia Rolland Elodie Gossuin Flora Coquerel,0.0,0.0,Positvie
438,the only crime commit be win the election fair and square,0.7666666666666666,0.5,Positvie
439,Sooo Michigan be set to try and steal the election again Bullshit WokeAF,0.0,0.0,Positvie
440,真假看谷歌了 它会否很快会阻止 删除这条消息,0.0,0.0,Positvie
441,,0.0,0.0,Positvie
442,ok let compare November to November in Nov of Detroit precinct be out of balance due to cl,0.4375,0.1875,Positvie
443,do realize two GOP election official refuse to certify one county in PA that fucking win can not make this shit up,0.6000000000000001,0.30000000000000004,Positvie
444,Kelly Loeffler R ga be sideline from the campaign trail in the crucial Senate run off election after te,1.0,0.0,Positvie
445,need election news break too early for this ahhhhhhhhh,0.3,0.1,Positvie
446,guarantee the week after the election suddenly all those democratic governor all those democratic mayor will s,0.5,0.0,Positvie
447,breaking Mohave County a very red Trump county have just unanimously vote to certify canvass all Arizona count,0.0,0.0,Positvie
448,and if manage to hijack this election and stay in office be not leave Old Maxine W,0.2,0.1,Positvie
449,proud to join this group of national security expert call on GOP leader to rebuke Trump election claim the wash,1.0,0.8,Positvie
450,GOP effort to cast doubt on the election outcome be not about mollify Trump ego be an organized strategic attempt,0.0,0.0,Positvie
451,the vicious medium miss to explain that be represent America public interest to fair and honest el,0.7166666666666667,0.07499999999999998,Positvie
452,republican Rob Portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
453,,0.0,0.0,Positvie
454,breaking Pennsylvania Republicans file an emergency request to block certification of the presidential election result fo,0.0,0.0,Positvie
455,Michigan should not allow to become a partner in President Donald Trump delusional quest to retain the preside,0.0,0.0,Positvie
456,Attention GA voter Kelly be warn support and hopeless mission to cheat on the national election support corruption,0.0,0.0,Positvie
457,Trump have very very few positive option if leave the White House be a desperate man surround by desperate people Am,0.5350909090909091,-0.24654545454545454,Negative
458,Mike Pompeo help cover up the Khashoggi murder assist in the Ukraine extortion plot support Trump attempt t,0.0,0.0,Positvie
459,after the GOP BETRAYED President on election night now expect trump supporter to dutifully vote in the Georgia,0.0,0.0,Positvie
460,Grove and the House State Government Committee have hold zero public hearing issue zero subpoena and as far as w,0.5333333333333333,0.05,Positvie
461,datum Anti Globalism Pro police message win over Hispanics via great,0.575,0.8,Positvie
462,have anyone get a reasonable plausible measure explanation as to why Mike Pompeo top trump foreign policy official amp,0.43125,0.26875,Positvie
463,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
464,be a con artist who use insider trading to save million be rich but can not buy an election,0.75,0.375,Positvie
465,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
466,if China think will forget by arrest forget as Wong say be persuade that neith,0.0,-0.05,Negative
467,FLASHBACK in President Trump attack Carrots the turkey for refuse to concede have lose the vote on the White House,0.0,0.0,Positvie
468,on a call with GOP donor David Perdue and Kelly Loeffler privately describe President as a political b,0.2375,0.0,Positvie
469,WATCH Senator on the GOP push to delay the certification of election result in Michigan be aski,0.0,0.0,Positvie
470,have not attempt to illegally interfere enough with an election not even in state,0.5,-0.25,Negative
471,along with system from Election System amp Software and Hart InterCivic key individual at dominion be associate w,0.7,0.0,Positvie
472,Republicans believe some vague voter fraud cost pa in very first presidential election in a period of fear of urban immigrant also that dead people vote in Chicago help JFK win have win without Illinois trump be just play the great hit,0.4119047619047619,0.2892857142857143,Positvie
473,Lindsey know exactly what do bad faith request let take a look at the election result in SC,0.4583333333333333,-0.22499999999999992,Negative
474,medium gaslighte that widespread fraud must have occur to doubt election outcome that be not the legal standard,0.1,0.1,Positvie
475,Florida voter switch political party ahead of Election Day via,0.1,0.0,Positvie
476,ok let compare November to November in Nov of Detroit precinct be out of balance due to cl,0.4375,0.1875,Positvie
477,President Trump and other Republicans have file over lawsuit across swing state in attempt to contest election result,0.375,-0.125,Negative
478,never follow to begin with so block after the election hope more people be do the same,0.3125,0.25,Positvie
479,emergency if live in Georgia especially if be an african american woman CHECK your voter registration t,0.16666666666666666,0.04545454545454545,Positvie
480,big deal union election petition file at Fulfillment Center in Alabama by potential worker in the b,0.39999999999999997,-0.03333333333333333,Negative
481,let be very clear about this refuse to certify the result of a legitimate election be a completely unacceptable,0.44916666666666666,0.11500000000000002,Positvie
482,Scott Baio here be laugh of the day after Mitt Romney R UT rebuke President trump for not concede the pre,0.1,0.3,Positvie
483,Texas Louie Gohmert be call for an armed insurrection to overthrow the election the lawlessness and out in the,0.0,0.0,Positvie
484,the literal coup be what the Biden campaign be attempt with this fraudulent election have literally be plan all year and think this be a trump coup sorry but that be really truly dumb,0.5666666666666667,-0.225,Negative
485,never imagine would sit worried that state legislature may try to subvert election result to appease a dictator wannab,0.0,0.0,Positvie
486,future statement from at least million people be soryy that do not win the election but do vote choose to exclude and vote x y z etc ExcludedUK forgottenLtd,0.30833333333333335,-0.2333333333333333,Negative
487,late episode of the Voice of Retail podcast be about innovation with Tal Zvi Nathanel CEO of and Danie,0.6,-0.3,Negative
488,breaking Pennsylvania Republicans sue in last ditch effort to stop election certification,0.06666666666666667,0.0,Positvie
489,bet everything have that actually win the election in a landslide Would,0.4,0.8,Positvie
490,the only ASSAULT on Democracy be by LIBERAL hack like who REFUSE to acknowledge AN unconstitutional election,1.0,0.0,Positvie
491,More than chief executive concern that the president refusal to accept the election result be hurt the u,0.5,0.5,Positvie
492,this be sad tell biden be senile but keep say win an election that clearly do not and can not buy the baby in charge have lose mind,0.5944444444444444,0.08333333333333336,Positvie
493,even if elect Republicans want to speak truth to the MAGA crowd be not certain many will listen true and there,0.6553571428571429,0.3857142857142858,Positvie
494,wonder how many observer have conclude that Giuliani and Sidney Powell be participate in a conspiracy to commit fr,0.5,0.5,Positvie
495,POR FAVOR COMPARTE PARA QUE LAS PERSONAS PUEDAN TOMAR CONCIENCIA DE LO QUE REALMENTE está ACONTECIE,0.0,0.0,Positvie
496,Pero los medio dicen que no hubo fraude en marzo de la Junta Electoral de Chicago aprobó proporcionar acceso remoto,0.0,0.0,Positvie
497,have every right to be suspicious about an election that be suspicious as Hell,0.5357142857142857,0.2857142857142857,Positvie
498,have be hear that the GOP be purge voter in Georgia especially black woman bc fear that will lose co,0.8666666666666667,-0.3333333333333333,Negative
499,have be publicly open about this the gop may have retain some value be clear that the power hungry way of the gop know no boundary instead let constituent die have right strip go hungry amp have aid in try to overturn an election disgraceful,0.47301587301587295,0.1285714285714286,Positvie
500,national security expert call on GOP leader to rebuke Trump election claim,0.0,0.0,Positvie
501,ok let compare November to November in Nov of Detroit precinct be out of balance due to cl,0.4375,0.1875,Positvie
502,in order to justify delay the presidential transition process General Service Administration Administrator Emily Murphy h,0.5,0.05000000000000002,Positvie
503,Georgia Voting System Implementation Manager a Republican say be worried about the trump campaign,0.0,0.0,Positvie
504,trump campaign file an appeal after a federal judge dismiss attempt to block the certification of vote in Pennsylvania htt,0.0,0.0,Positvie
505,no judge ever find any evidence of election fraud in Pennsylvania or any other state where the campaign sue not in m,0.375,-0.125,Negative
506,Pennsylvania court decision against be a miscarriage of justice and nakedly political again under the Con,0.1,0.0,Positvie
507,Kelly Loeffler R ga be sideline from the campaign trail in the crucial Senate run off election after test positive for coronaviru the Georgia Republican be face a January runoff in the state twin Senate race,0.7727272727272727,0.11363636363636363,Positvie
508,once the election result be certify will then concede lose by a lot will no one tell the truth,0.0,0.0,Positvie
509,datum Anti Globalism Pro police message win over Hispanics via great,0.575,0.8,Positvie
510,this normally may be a time when folk reflect on the outgoing President achievement the Middle East peace deal op,0.32499999999999996,0.075,Positvie
511,Day Post Election Cases Total States Active Cases Victories,0.675,-0.06666666666666667,Negative
512,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
513,as President Trump continue to fundraise off legal fight with email send since election night a reminder t,0.2,0.2,Positvie
514,Graham know and do not care be operate in bad faith try good to delegitimize the election result,0.6333333333333333,5.551115123125783e-17,Positvie
515,Sorry Liz can not accept the result of an election with hundred of thousand of fraudulent vote cast enough to easi,0.75,-0.25,Negative
516,and also win the election,0.4,0.8,Positvie
517,Georgia Dec voter registration deadline Dec early voting start Jan election day,0.3,0.1,Positvie
518,after the GOP BETRAYED President on election night now expect trump supporter to dutifully vote in the Georgia,0.0,0.0,Positvie
519,so if want the Tories go why be support the Tory that cost Labo,0.0,0.0,Positvie
520,either Giant News or giant hoax now Americans taste own sweet medicine which have be dole out very enthusiastically to Africa in every Presidential Election of the past two decade,0.6999999999999998,0.15,Positvie
521,,0.0,0.0,Positvie
522,this normally may be a time when folk reflect on the outgoing President achievement the Middle East peace deal op,0.32499999999999996,0.075,Positvie
523,Ohio GOP Rob Portman there be no evidence as of now of any widespread fraud or irregularity that would change th,0.0,0.0,Positvie
524,George Soros arrest in Philadelphia for Election Interference Judge Orders Media blackout News wire,0.0,-0.05,Negative
525,George Soros ARRESTED for election interference in federal custody,0.0,0.0,Positvie
526,seem to that when trump say if lose be rig mean the election be rig for biden vote to flip to trump,0.6875,-0.3125,Negative
527,Bill Pascrell have file legal complaint in five state seek to disbar Rudy Giuliani and other attorney who h,0.25833333333333336,-0.075,Negative
528,republican Rob Portman no proof of mass fraud that would change election result,0.0,0.0,Positvie
529,how many time will one man lose the same election before finally grasp what a loser be,0.5416666666666666,0.16666666666666666,Positvie
530,so be correct that the GOP official position be the Dems carry out a massive sophisticated multi state election fra,1.0,0.25,Positvie
531,George Soros arrest in Philadelphia for Election Interference Judge Orders Media blackout not sure if this be verify but if so would be enormous,0.5962962962962962,-0.09999999999999999,Negative
532,Arrestaron a Soros,0.0,0.0,Positvie
533,why do want an honest as possible election go for Donny will go as far as do for Gore an Hillary till then end,0.9666666666666667,0.2333333333333333,Positvie
534,on a call with GOP donor David Perdue and Kelly Loeffler privately describe President as a political b,0.2375,0.0,Positvie
535,the medium be just as corrupt as the Election,1.0,-0.5,Negative
536,you lose the election but still BOWS to your erection,0.0,0.0,Positvie
537,no accept election result do not always like but accept be just worried Trump will not,0.0,0.0,Positvie
538,election fraud be too important to be leave to conspiracy theorist,1.0,0.4,Positvie
539,election fraud be too important to be leave to Conspiracy theorist,1.0,0.4,Positvie
540,,0.0,0.0,Positvie
541,breaking Mohave County a very red Trump county have just unanimously vote to certify canvass all Arizona count,0.0,0.0,Positvie
542,this seem surgical on d the USPS process of ballot on time the expect rate be but in the po,0.0,0.0,Positvie
543,outrageous Congress leave town for holiday this weekend without pass covid relief but Republicans already set th,1.0,-1.0,Negative
544,if fraud continue without consequence the United States entire system for the peaceful transfer of power be threaten by t,0.5625,0.125,Positvie
545,NBC confirm Joe Biden be expect to nominate Linda Thomas Greenfield as ambassador Thomas Greenfield serve as,0.0,0.0,Positvie
